content,label,start
Móc dày dặn chắc chắn sản phẩm nhà máy còn có bọc nhựa ở  đầu cho đỡ xước tay k phải đồ gia công lởm khởm  sao cho sản phẩm,POS,5
mình mua  bộ cỡ vừa quảng cáo là bộ  cái nhận thực tế chỉ đc  cái cần nên dùng liền nên ko đợi chụp hình rồi bác thang lên hỏi ông trời Tiki nên ktra cách làm của nhà cc này,NEU,3
sản phẩm chắc chắn size S khá to có thể móc được nhiều đồđóng gói tốt giao hàng nhanh,POS,5
Lúc chon sản phẩm thì ghi là combo  cái nhưng lúc thêm vào giỏ hàng thì chỉ ghi là  cái Nhưng quan trọng là sản phẩm vẫn rất ok,POS,4
Rất mỏng manh ghi bộ  cái mà nhận hàng có  cái Gửi email phản hồi k thấy Tiki  trả lời luôn,NEG,1
Móc này đã mua  lần rồi dùng thấy ok nên mua về dùng tiếp,POS,5
Sản phẩm chắc chắn Giá tốt Tiki giao hàng nhanh,POS,5
Móc oke tuy nhiên nếu cần treo nhiều nên mua size trung,POS,5
Cần mô tả rõ hơn  điều kiện để bóng đèn sáng  khu vực đủ tối  có chuyển độngcó link youtube Facebook video cách dùng sản phẩm thì nhiều người biết và chia sẻ hơn,POS,4
Chán quá gói hàng bể  đèn thì phản ứng chậm rì á Nên cân nhắc trước khi mua nha,NEG,2
Lừa đảo tôi mua  bóng lắp vào đưa bàn tay cách cm bóng mới sáng Đừng ai mua không lại mắc lừa như tôi,NEG,1
Đèn hoạt động tốt  Vừa ý  Tiếp tục ủng hộ shop ,POS,5
Hài lòng Có loại bóng công suất lớn hơn không,POS,4
giao hàng đúng hẹn sản phẩm ok,POS,5
Công nghệ mới đơn giản tiện ích cho người sử dụng,POS,5
độ nhạy rất tốt cách  mét là đèn đã sáng rồi ,POS,5
hàng chất lượng ok,POS,5
Bóng sáng nhưng quá nhạy,POS,4
Để là giao chậm  ngày mà đặt hàng ngày  giao hàng vào ngày  thời gian giao hàng lâu hơn so với dự kiến  Hàng đóng gói cẩu thả nhà bán gấp lại thành  khúc làm hư hỏng  không thể sử dụng được  Shop không hỗ trợ xử lý khi giao sản phẩm hư  người mua phải liên hệ tiki để được nhờ giải quyết Tóm lại người bán không có trách nhiệm với người mua hàng,NEG,1
Nhận dc hàng nhanh Gói cẩn thận Nhét qua  khe cửa vừa khít Cách âm và côn trùng tốt Lớp keo dính vào xốp  hơi nhanh bong Chờ  dùng  thời gian nữa xem  sao Nhưng cơ bản chất  lượng và giá cả hiện tại chấp nhận được,POS,4
Giao hàng đúng hẹn Shop cuộn kỹ quá nên bị bung keo xíu xíu Cách âm ổn áp Có dịp sẽ mua món khác ủng hộ shop Cám ơn shop và Tiki ,POS,5
 Sản phẩm đúng mô tả giao hàng đúng hẹn đóng gói cẩn thận Dễ sử dụng dễ cắt để vừa với cửa Lắp vào chân cửa thấy kín mở cửa dễ dàng thoải mái,POS,5
Hài lòng với chất lượng Chất liệu tốt lớp lót bên ngoài có một lớp vải nên khá ổn không lo bị thủng rách trong lúc luồn vào phía dưới cánh cửa Nếu hàng giao ngay trong ngày thì không có vấn đề gì do gẫy gập,POS,5
Đề nghị trả hàng Ko phải sản phẩm tôi cần mua Không giống hình mô tả Cái này giao thanh gián chứ ko phải miếng xốp lót như hình,NEG,1
giao hàng hơi chậm Hàng chế dán keo ko đc khóe Bị bung keo nhăn nhúm ko sát,NEU,3
Sản phẩm đóng gói đảm bảo không bị lỗi hình dạng và kích thước đúng như một số nhà bán hàng khác,POS,5
Gọi là  cặp thanh chắn cửa nhưng thật ra là dính nhau nên gọi là cặp rưỡi nhé vì chỉ dùng được cửa rưỡiNói thiếu chính xác làm khách hiểu saiLẽ ra cho ,NEG,2
Treo đầu dê bán thịt chóCái ron khác xa hoàn toàn với hình quảng cáo,NEG,1
Khổ hơi to nhưng quá mỏng gió quạt thổi cũng bay đụng vào là kêu sột soạt hơi phiền những người khác Nói chung ko hợp nghỉ trưa ở văn phòng,NEU,3
đúng như mô tả hơi mỏng nhưng với giá này thì phải chịu thôi,POS,4
Sản phẩm đẹp chất lượng nên mua nha giá k gồm ship,POS,4
Thảm hơi mỏng nhé nhưng với giá như vậy thì cũng hợp lý,POS,4
mua giúp chưa nghe phản hồi nhưng giá rẻ có vẻ tiện dụng,POS,5
Hơi mỏng nhưng giá rất tốt và giao hàng nhanh,POS,4
sản phẩm ok dùng được,POS,4
Ok nhu hinh,POS,4
Chưa sử dụng nên không biết hiệu quả hay không nhưng Thái Lan sản xuất thì chắc ổn Ngày sản xuất mới toanh tháng  ,POS,5
Mùi dễ chịu nhưng thật lòng không biết có đuổi được mấy anh mouse khôngNếu chai lớn và xịt xa được như chai xịt côn trùng thì ok hơn,NEU,3
Giao hàng nhanh đóng gói cẩn thận sản phẩm đúng mô tả chưa sử dụng nên không biết hiệu quả thế nào,POS,5
vừa nhận được xịt mùi dễ chịu hàng đóng gió cận thận giao hàng nhanhvừa xị thử chưa biết tác dụng ra sao cho shop  sao,POS,5
xịt có mùi bạc hà nhưng rất khó ngửisp không hề đuổi được chuột như qcmình xịt hết  bình nhưng chuột thì vẫn còn,NEG,1
Sản phẩm tốt có hiệu quả sau lần xịt đầu tiên đáng tiền giao hàng nhanh đóng gói chắc chắn,POS,5
Mùi rất kinh mà chuột không sợ phải xịt phòng kín may ra đuổi đc nó chứ bay khắp nhà mà chuột trơ trơ trân trất,NEU,3
Đã nhận được hàng  đóng gói cẩn thận giao hàng nhanh  chưa xài nên chưa biết chất lượng,POS,5
Giao hàng nhanh chóng đóng gói kĩ Xịt mới được  ngày nên chưa biết kết quả thế nào,POS,5
Sản phẩm đẹp ngoài nhám trong phủ men trơn cực đẹp Bình rót nước rất okie chỉ có cái nắp là không cắt chân không được như ấm tử sa nhưng rót nước thì ngon lành Bữa hỏi shop nói bình dung tích  ml ly  ml mà mình thử  bình chỉ rót được  ly gần đầy ly này to phải gần bằng ly trà thông dụng có bình thì hơi bé mà mình mua uống ên nên không sao Này uống nhiều phải pha bình lớn nha,POS,5
Ấm hơi bé so với tưởng tượng Ship h trong ngày đóng gói  lớp cẩn thận Khá hài lòng với chất men chén uống vừa miệng nhưng ấm hơi bé nên phải sẵn phích nước để châm trà,POS,4
Chén trà ko tinh tế nhìn giống hàng gia công hơn Mình chọn giá cao cùng  cửa hàng nhưng giá trên các app lại khác nhau Lúc nhận ra thì đã đặt rồi Nhìn chung là ko ưng Chưa kể hộp còn méo mó mình đã nhận đc phản hồi và hỗ trợ của cửa hàng Cách xử lý của shop làm mình hài lòng Vote  sao,POS,5
Tiki đổi hàng giúp mình Ấm trà bị bể cái vòi Một cái ly lớp men phía trong bị lỗi,NEG,2
sản phẩm giao nhanh chất lượng ổn so với tầm giá thích hợp làm quà tặng,POS,5
đã mua rất nhiều lần  nhưng lần này rất thất vọng  hàng đã dễ vỡ lại gói bọc sơ sài  kết quả bộ tích mà bị vỡ tích rồi sao sài ,NEG,1
Mình đã nhận sản phẩm rồi sản phẩm giống mẫu giới thiệu hàng gói rất kĩ giao hàng nhanh mình rất thích cảm ơn shop,NEG,1
sai sản phẩm  nhắn tin tổng đài chấp nhận đổi lâu tí cũng được    sau mấy ngày hỏi tổng đài tự ý hoàn tiền vì lí do sản phẩm hết  Ờ sp đang hết ,NEG,1
bộ trà với hoa văn vẻ rất xinh bình khá bé chỉ vừa cho đối ẩm nếu quần ẩm châm trà ra  tách thì mỗi tách chừng non nửa là cạn bình,POS,4
hàng đẹp nhưng ko sử dụng được chiếc bình vì quá nhỏ so với bộ  chén  bất hợp lý khi phải pha nước chỉ được  chén lưng,NEG,1
Kệ đẹp nhưng có  miếng khoan lỗ bị lệch nên phải tìm cách làm thêm lỗ vì nhà không có máy khoannếu dùng búa đập đinh vào thì sẽ bị nứt miếng gỗ nên chỉ đập  lỗ nhỏ vừa phải rồi vặn đinh vào mà hơi cứng vì kôg có lỗ Nhà bán hàng nên chú ý vị trí khoan của mấy cái lỗ đinh,POS,4
Sản phẩm khá đẹp như quảng cáo giá tốt giao hàng có tâm tuy hơi trễ nhưng không bị móp méo nhưng nếu shop cho thêm một ít xốp thì sẽ tốt hơn trong hộp chỉ có  con vít mẫu nên phải mua thêm Sẽ ủng hộ shop và tiki khi có nhu cầu,POS,5
mua  size bên shop  màu trắng tone khác nhau  trắng sáng  trắng sữa size lớn có các thanh bị trầy viền nhiều gỗ ván ép nên vặn ốc lưu ý ko quá siết để không bị nứt gỗ ép  Nhưng ko sao lắp lên chắc chắn rộng rãi để được nhiều đồ giá tốt giao hàng nhanh,POS,4
Kệ đẹp và chắc chắn lắm Shop có gửi cả hướng dẫn lắp đặt đầy đủ và gửi thừa  con ốc luôn Mình  tách riêng cái kệ trắng ra để tận dụng thêm mua  mà được  Thanks shop nhiều Sẽ ủng hộ shop dài dài,POS,5
Về vấn đề có mảnh bị bể như hình thì có thể là lỗi do bên vận chuyển Tuy nhiên shop gửi không có ốc vít cũng không có giấy hướng dẫn lắp Mình mua kệ sách chứ không phải mua mấy miếng gỗ hy vọng shop cải thiện lại vấn đề này,NEG,1
Sp giao nhanh Có vài chỗ trầy ở góc nhưg cug ok Chỉ có phần khác màu thì shop khoan thêm lỗ để cố định chắc sẽ ok hơn Nói chung hài lòng Shop đóng hàng hơi lỏng lẽo,POS,5
Sản phẩm nhẹ chất lượng gỗ ổn ko bị mọt móc Cho vít dư rất nhiều Mình là con gái nhưng vẫn tự lắp vô được dễ dàng à có tờ hướng dẫn dễ hiểu lắm nhaGiao Ahamove nên hàng đi khá nhanh Lần sau sẽ ủng hộ shop nữa nè,POS,5
Xuất sắc  mình rất rất hài lòng về chiếc kệ siêu xinh này luôn á Chất lượng hoàn thiện bề mặt gỗ rất tốt sản phẩm dễ lắp ráp,POS,5
các cạnh của tủ thì có hơi bị bong ra chút vì trông như là dán vào chứ không sơn lại sau cùngNhưng nhìn chung tủ ok nha các bạn khít luôn cái bàn  phân của mình chứ không thừa ra chút nào,POS,4
Tôi đặt mua sản phẩm giá sách để bàn nhưng khi giao hàng đến thì khi mở sản phẩm ra thì không có phụ kiện ốc vít để gắn Shop xem lại giúp tôi,NEG,1
Đúng mô tả  hàng mới Giao hàng siêu nhanhNếu bánh xe có phanh hãm nữa thì xuất sắcKhá chắc chắn so với loại k Nếu ai có mua thì nên dùng tải kg này ko phíThấy có bọc nylon chống mưa ở ngoài nhưng sao chỉ có phân nửa trên,POS,5
Thân xe hoàn thiện ổn và đủ chắc chắnNhưng  bánh xe thì chất lượng kém Khi mới dùng đã thấy rung và yếu Và dùng đến giờ này thì bánh rơi bi bánh rách vỏ Tải không bao giờ quá kgThực sự là không xứng tiền,NEG,2
mình mua hàng ở đây nhưng đã hơn  tuần mà shop vẫn không gửi hóa đơn Cũng ko tự liên hệ khách hàng để gửi hóa đơn Gọi lên tổng đài Tiki yêu cầu giải quyết thì cứ chối lên chối xuống ko giải quyết cho mình Dịch vụ chăm sóc khách hàng quá tệ,NEG,1
Tiki giao hàng nhanh nhân viên cũng hỗ trợ bưng hàng vào nhà sản phẩm chất lượng giá cả phù hợp Tiki vừa giao hàng xong là xuất hóa đơn liền bên nhà phân phối cùn xuất hóa đơn ngay sau vài hôm,POS,5
Hàng đúng như quảng cáo rất chắc chắn Giao hành nhanh chóng khuyến mại hấp dẫn Tiki là số ,POS,5
Sản phẩm đẹp chắc chắn từ nay đỡ vất vả khi vận chuyển các thùng tài liệu sách vở Cám ơn TikiVề chi tiết khi lắp ráp bánh xe long den quá nhỏ không phù hợp,POS,5
Mặc dù giá hơi cao nhưng sản phẩm chất lượng cháu mình có thể ngồi lên chơi luôn Mang mấy chậu cây đỡ vất vả hơn Đáng tiền mua,POS,5
chắc chắn êm tải hàng tuyệt vời rất rất hài lòng  mọi người có nhu cầu nên mua xe đẩy này nha  rất tuyệt vời ,POS,5
mua về dễ lắp đặt sản phẩm tốt nhà bán chủ động liên hệ xuất hóa đơn đúng hạn hài lòng mọi thứ,POS,5
khi mua hàng đã tính VAT nhưng sau giao hàng lại không xuất hóa đơn luôn ạ làm khó khăn cho tôi trong viêc thanh toán công ty cần hỗ trợ gấp,POS,5
Shop đóng gói kĩ càng sản phẩm rất đẹp chắc chắn và có tính thẩm mỹ cao mình rất hài lòng Mình muốn tìm kệ màu trắng mà không lộ ốc vít trên bề mặt nên đã tìm rất lâu và thấy sản phẩm này của shop rất ok đúng tiêu chí Thank shop,POS,5
Sản phẩm chắc chắn rất dễ ráp shop giao hàng nhanh đóng gói cẩn thận,POS,5
Bình thường ít viết review riêng đơn này giờ phải lên cho năm sao cho độ chu đáo của chủ shop,POS,5
Đóng gói cẩn thận giao hàng nhanh Kệ chất lượng tốt và dễ lắp ráp,POS,5
Kệ dễ ráp phù hợp nhu cầu,POS,5
sản phẩm đúng như hình chắc chắn đẹp,POS,5
Oke hoàn thiện tốt,POS,5
Đep,POS,5
Trong nhà bếp em chai dầu ăn nó hay dễ bị hư nắp dầu ăn nhiều lúc em muốn đổ dầu thì em phải mở nắp  em muốn căn bếp của em nhìn nó chuyên nghiệp  tiện lợi hơn em chọn sản phẩm này vì nó dung tích lớn dễ dọn và có thể đổ ngay mà không mở nắp chai dầu lên và tiki giao hàng rất nhanh chóng sản phẩm còn nguyên bao bọc kỹ càng mỗi điểm yếu sau khi gỡ ra rớt vòng nhựa phải mất  mấy phút mới đóng chặt được,POS,4
Giao  bình mà  bình nguyên vẹn  bình bị lỗi do nức nẻ bao gói cẩn thận nên chắc chắn không do vận chuyển chị do giao lỗi hàng thôi em thử đổ nước vô có bị chảy không nhưng có chảy thật Vui lòng Tiki đổi lại hàng giúp em  Xin cám ơn,NEG,2
Bao bọc cẩn thận sản phẩm đẹp và đúng như mô tả lúc rót dầu ăn cũng ít bị vương ra ngoài tay cầm bằng nhựa có cảm giác ko an toàn lúc đầu mới sử dụng nhưng sau khi sử dụng thời gian thì thấy khá chắc chắn,POS,5
nhà sản xuất khác với nhà sản xuất mình đã đặt muốn đổi trả thì phải làm sao,NEG,1
Dạ shop ơi mình mua  bình nhưng bị bể một bình rồi ạ shop đổi lại giúp mình nhéCảm ơn shop nhiều,POS,4
Sản phẩm đẹp đóng gói cẩn thận chưa dùng nên chưa biết thế nào nhìn chung ổn khá hài lòng Cảm ơn shop Cảm ơn tiki,POS,4
Thích lắm nha Ko bị tràn dầu ra bên ngoài Lúc đóng nắm thấy nó ko được khít nhưng mà vẫn đổ dầu ngon Thiết kế đẹp,POS,5
Cái này mua về phải cùng vs nước cho sôi nhỡ khi nào đổ nước nóng đỡ bị hỏng,POS,4
Mới đầu rất đắn đo nhưng mua về dùng rồi thì thấy khá ổn Giá rẻ hơn các loại bình khác Ship rất nhanh với tiki now,POS,5
Mình nhận được  bình   bình lắp hỏng ko đóng đc nhà,NEG,2
mình tưởng cái của mình mới sd  tháng đã bị hư thật ra là nó rớt phụ kiện ra mà mình ko biết lắp lại Tất cả các mẫu này đều tháo ra rửa được phần nắp bên trên mình nắm kéo thẳng lên rồi tháo phần vặn kem ra rửa thôi mọi người do mình search hình bên Trung mới biết cách rửa ngoài ra vặn chai kem hết cỡ mới lấy kem từ bên dưới ra được Mình chia sẻ để mọi người sử dụng thành công giống mình nha,POS,5
Sản phẩm đẹp như hình Chắc chắn Dễ thương Giá hợp lí vì xài bền lâu dài Chỗ để xà bông hơi nhỏ với mình nhưng với góc bồn rửa tay nhà mình nhỏ thì như vậy là rất gọn gàng phù hợp tránh để quá nhiều đồ nhìn bừa bộn hơn  Chỗ nhả kem rất tốt ấn nhẹ là kem đã ra đừng nhấn mạnh kem rớt ra ngoài đó,POS,5
Mua của Quỳnh Trang Shop Giao hàng và sản phẩm ok như hình của shopBan đầu đầu nhấn kem đánh răng không ra Phải ấn đầu tuýp kem xuống sâu hơn và ấn mồi nhiều lần thì ra kem Không cần cắt sửa gì cả,POS,5
Sản phẩm đóng gói cẩn thận chất liệu cứng cáp mình mua tiếp cái thứ  muốn mua khác màu nhưng giá cao hơn  phải chi bằng giá thì tốt biết mấyhihi,POS,5
sản phẩm màu rất đẹp hàng ik như hình rất đáng tiền tôi sẽ tiếp tục ủng hộ cho bạn trong thời gian sắp tới nhé Chúc shop của bạn phát triển tốt,POS,5
Giao trễ  ngày so với lịch giao hàng Giao hàng sai màu Nhưng vẫn cho  vì hàng đẹp ko lỗi lầm gì hết,POS,5
Cho s thôi vì shop giao sai màu Đặt màu trắng mà lại giao ly màu Nhưng mà vẫn ok phết đấy Bố mẹ tớ rất ưng,NEU,3
Đẹp như trên hình dán tường chắc chắn chỉ có cái là giao nhầm màu mình đặt màu xám nhưng lại giao màu xanh nhưng lười đổi lại nên dùng luôn Cảm thấy cũng ok,POS,4
sp ok có điều chỗ lấy kem cứng quá mình ko lấy dc phải cầm kem đánh răng ra nặn bình thườngshop cho hỏi có cách nào lấy kem dễ hơn ko,POS,4
Phần lấy kem đánh răng ko nhét vừa tuýp kem Phần ấn để lấy kem đánh răng quá cứng ấn vài lần là bị hỏng Còn các phần phác sử dụng ổn,NEG,2
tưởng dc giao nhiều màu chứ có  màu trắng à dù sao cũng rất đẹp và nhanh thank shop,POS,5
vì nó chơi rất vui,POS,5
tuỵet dời  mình để hình đỡ nha siêu ổn áp chịu lực tốt lắm,POS,5
Sản phẩm xấu Mối hàn lệch ko đẹp cong vênh,NEG,1
Sản phẩm nhìn đẹp và tiện nghi,POS,5
Đặt  cái tính tiền  cái mà giao  cái Làm ăn hết ham,POS,5
chất lượng hơi yếu chất lượng ko đúng như quảng cáo,NEU,3
Lùn quá tưởng cao hơn xí Thấp quá khó nhấn nút,NEU,3
Tạm ổn  mặc dù chưa chắc chắn lắm,POS,4
giá quá yếu để đồ vào nặng là gục,NEG,1
tôi mới sử dụng có vẻ ổn,POS,4
Sản phẩm ok,POS,4
Trải nghiệm khá tệ khi lần đầu tiên mua nệm ở đây Khi mua về phát hiện  lỗ thủng nhỏ nghĩ là trải drap giường nên không sao  ngày sau phát hiện kiến ở trên gác nơi đặt nệm Và khi ngủ bị kiến cắnMình xịt kiến và tìm đường kiến vào nhà nhưng không thấy Mấy ngày liền đều không hếtCuối cùng phát hiện kiến chui ra từ cái lỗ nhỏ đó Mở cái bọc nệm ra thì nguyên  ổ kiến lửa trong đóLiên hệ shop thì đổ lỗi do mình ăn uống nên kiến bu mình chắc chắn không bao giờ mang đồ ăn lên gácMà mới mấy ngày thì không thể nào kiến có thể kéo đến làm tổ và di chuyển vào đúng cái lỗ đã thủng sẵn đượcSau khi diệt hết kiến trong nệm thì gác nhà mình không còn xuất hiện kiến nữa Nhưng nệm thì hư và còn bụi nữa Do kiến cắn hư hết foamHình mình chụp lúc phát hiện ổ kiến Khi đã giết bớt mấy ngày trước rồi,NEG,1
Về chất lượng đánh giá tổng quan là chất lượng nệm tốt nằm rất êm khả năng đàn hồi vừa phải không quá lún Nệm dày gần  tấc thấy thì hơi nhỏ nhưng nằm thì cân bằng cơ thể không bị nhức lưng Nệm Foam rất thoải mái công nghệ tốt Về dịch vụ shop giao hàng rất nhanh cẩn thận dù kho rất xa Nhân viên giao hàng lịch sự Vận chuyển bằng xe chuyên dụng nên yên tâm về hàng hoá Trải nghiệm là nệm rất nhẹ rất tiện trong di chuyển Cấu trúc lỗ giúp thoát hơi tốt không gây mùi  lưu mùi cơ thể Nệm có một lớp bao bên ngoài thuận tiện tháo ra để giặc vệ sinh khi có nhu cầu Nệm êm Nhân viên chăm sóc nhanh có thêm bảo hành  năm và quà tặng là gối Ủng hộ shop có dịp sẽ mua tại thương hiệu này,POS,5
Shop giao hàng mùa dịch khá nhanh ngày là nhận được đệm chuyển phát qua Nhất Tín shipper vác tận vào giườngĐệm êm chuẩn size giá sale chỉ k free shipNằm ko bị lún quá phù hợp giá rẻ bình dânSử dụng lâu ko biết ra sao nhưng hiện tại thì thấy ổnNên mua nếu có sale tiếp sẽ mua thêm  cái,POS,5
Mình trả hàng nhưng nhà bán không cho gây khó dễ bằng cách đòi hoàn  tiền nệm mới được trả điều này vi phạm chính sách của tiki sau khi mình liên hệ tiki thì nhà bán không đòi tiền nữa nhưng lại bắt mình tự đem trả hàng về kho ở hóc môn trong khi mình ở xa Sau đó mình liên hệ tiki nhà bán lại bặt vô âm tính không  liên lạc mình Nhân viên vua nệm tư vấn như là cha mẹ mình Các bạn xác định tinh thần trước khi mua đi quá thất vọng,NEG,1
mua hàng lần đầu ở Vua Nệm ban đầu nghĩ dịch giãn cách như này chắc tạm chứ ko thể chu đáo cẩn thận được nhưng mà thật sự có lời khen cho dịch vụ Vua Nệm từ thông tin sản phẩm rõ ràng mua hàng nhanh chóng giao hàng nhanh đúng hẹn và đặc biệt sau bán thì còn gửi hướng dẫn sử dụng nữa  Đệm thì mới nằm  đêm nhưng khá hài lòng êm ái giá hợp lý với chất lượng hơn mong đợi mình sẽ giới thiệu cho bạn bè nếu họ cần đệm hay chăn ga,POS,5
Dịch vụ quá quá tệnhờ đổi hàng thì đợi hơn  tuầnlúc đổi thì giao nhầm size khách lúc giao đã trả phí đổi trảnhân viên gọi về xác nhận ko bù chệnh lệch Xong xuôi hôm sau gọi đòi tiền bù chênh lệch như khách là con nợ Ck bù xong vẫn gọi Không bao giờ mua lại lần  Tính ko đánh giá đâu Mà thật sự quá quá tệ,NEG,1
giao hàng lâu gửi qua nhà vận chuyển viettel post không mang vô tận nhà mà quăng ở trước cổng dưới đường bắt con gái người ta tự rinh vô rồi chạy xe đi chứ không mang vô tận giường như trong review mình mua nhầm size gọi điện cho tổng đài thì hẹn để gọi lại xin thông tin đổi size nhưng không thấy gọi lại gì hết,NEG,2
Có giá trị nửa sao là tôi đánh nửa sao rồi đặt hàng cả tháng hàng chưa giao mà ghi giao hàng rồi liên hệ phản hồi cả tuần lễ bảo xác nhận với nhà cung cấp thì sao bao cuộc gọi cho tiki và cho cả nhà cung cấp đến nay tôi vẫn chưa nhận được hàng mà gửi tin nhắn cập nhật trạng tháng hàng vẫn là giao hàng thành côngKhông hiểu tiki làm ăn liên hệ với bên nhà cung cấp hàng hóa như thế nào Hiểu là dịch dã giao hàng chậm vô cùng thông cảm nhưng các nơi khác đã giao hàng ầm ầm đơn đặt cao lắm  tuần là tới thế mà tiki vẫn làn ăn bết bát như vầy Thậm chí tôi chỉ yêu cầu phía tiki cập nhật cho đúng trạng thái đơn hàng cho đúng mà vẫn k làm được Bản thân chính chủ gọi lên báo là chưa nhận hàng bao ngày rồi vẫn để giao hàng rồi ủa vậy thôi tiki đừng up lên bán dẫn đường link cho người dùng liên hệ trực tiếp với ncc luôn đi chứ bộ ncc báo giao rồi là xác nhận giao rồi àKhông bao giờ mua hàng trên tiki nữa,NEG,1
Sản phẩm ổn êm ái có  mặt trơn và một mặt có gai sản phẩm có bảo hành đầy đủ Tôi chỉ cho  sao vì Vua Nệm xử lý đơn online quá tệ nên thời gian giao hàng quá lâu đặt hàng ngày  mà mãi tới ngày  mới nhận được hàng,POS,4
Mình đã mua lần thứ  ở shop Chất lượng thì chưa thấy có gì đáng ngại nhưng khi mua sai kích thước chính sách đổi  phải mất k mặc dù đổi nhỏ hơn Hoặc phải đổi sp mới Mình khá thất vọng vì chất lượng dịch vụ của shop,NEU,3
Do mình mua giường tầng cần nệm mxm mới đem ra cắt ngắn bớt thì thấy chỗ dây kéo bị chích keo rất khó mở sau đó mở ra mới tá hoả không phải nệm cao su mà hoàn toàn là mút xốp dán lại Nhờ Tiki can thiệp giúp vì đây là tấm thứ  mình mua tấm đầu hoàn toàn chưa mở ra nên chưa biết nên mới đặt hàng nữa quá thất vọng,NEG,1
sản phẩm tệ hại nhình thấy gớmtại tôi mua về Sài cho giường có  tấc nên phải cắt bỏ nhờ vậy mà biết chất lượng của nệm  cao su non AMERICAN thắng lợi do tiki bán là như vậycảm thấy thất vọng cả nhà cùng cấp và nhà bán hàng,NEG,1
hàng bên cty giao cho tôi bên trong bị ước thấy dơ nệm hàng thì ko đúng chất lượng như cái nệm tui sài trước đây AMERICAN bảo long hàng này tệ hơn trước quá cái trước tui sài  năm rồi hk hề gì đứng nhúng hk lúng còn cái này vừa về thì đứng thôi đã lúng tệ thật tệ,NEG,1
nhận nệm về lột vỏ ra thì quá thất vọng nệm hôi ko phải bằng caosu gì cả mà  lớp xốp nhựa mỏng rồi bên trong độn rất nhiều loại xốp tạp khác nằm rất NÓNG dù đã bật máy lạnh ngứa lưng một cú lừa ở của tiki và tôi sẽ tảy chay tiki,NEG,1
mình đã đi xem nệm trực tiếp tại cửa hàng ở gần nơi ở xong vào tiki xem giá vs ảnh thấy giống mà rẻ hơn nên mới đặt mua ai ngờ nhận về  tấm nệm mút độn tùm lum lại còn dán keo ngay dây kéo để người ta khỏi kéo ra nữa thất vọng bỏ ra hơn  triệu nhận  cục tức nệm nằm lún nóng lưng bí hơi rất khó nằm tiki có giải quyết trả hàng k nhỉ bực ơi là bực mua tiki mấy lần mà lần đầu bị kiểu lừa đảo thế này,NEG,1
nệm mua nằm lún không đều  mềm xèohư thì chẳng bị hư nhưng nằm rất dở mình mua trên tiki  cửa hàng  loại cùng giá tiền nhưng so với nệm thắng lợi thì một trời một vực  mình thấy nói là nệm tự đặt gia công rồi bán không có thương hiệu gì là mình thấy  nghi rồi nhưng lại thấy nói cam kết là hàng chất lượng bảo hành nên mới muanói chung là ý của mình là sản phẩm này rất dở,NEG,1
Lần đầu tiên mua cái nàynên thực sự là kg biết cao su non là như thế nàogiường mình m nên cắt bỏ đi cm chiều dài thì thấy nó bên ngoài dán  lớp mút khoản cmbên trong lớp mút là thứ gì đó giống như mút vụn được trộn với keo ép thành tấmlổ đục chỉ có lớp mút bên ngoàicòn tấm bên trong thì không có lổ nào hết nằm lên thì có độ mềm êm hơi có mùi chắt theo thời gian sẽ hếtnói chung giá nó chỉ ngan với gòn ép thôi nên thôi kệmình cứ tưởng cái lổ nó phải thông từ bên này qua bên kia thì nó mới thông được hơi chứcòn nữa không thấy cái thông tin nơi sản xuất củng như phiếu bảo hành gì hếtchỉ có tấm giấy in hính cô gái khá đẹp và mấy chử cao su non America,NEG,1
Nệm y hình nhưng cao su nhân tạo  giá phù hợp đóng hàng kỹ đặc biệt shipper ninja van giao hàng vui vẻ lịch sự giúp mang vào tặng nhà rất  ưng đội ngũ giao hàng của tiki Nệm đụng vào thì mềm nhưng nằm thì ko bị lúng,POS,5
Sản phẩm được giao không đúng với sản phẩm đặt hàngCụ thể tôi đặt nệm cao su non American nhưng nhận được nệm Thắng Lợi không rõ chất liệuĐề nghị nhà bán có phương án xử lý,NEG,1
mình mới mua nệm và có lên mạng xem cách phân biệt nệm american giả và thật vì hiện tại rất nhiều hàng nhái cách để biết nẹm american thiệt là có tem mình tìm rất kĩ vẫn k thấy vậy bây giờ cty cho mình biết cách phân biệt mặt hàng đc k ra sao cám ơn,POS,4
Mình mới mua hôm qua mà hôm nay Tiki đã giao rồi đóng gọi cẩn thậnCốc giữ nhiệt nóng trong khoảng h nóng lạnh thì hơn h đế có silicon để trống trượt có tay cầm cực tiện lợi khi đóng nắp cắm ông hút vào hơi khó là do nắp làm từ cao su thân bình sơn đen nhám nhìn rất đẹp chữ rõ nét màu đẹpCòn nắp bình là dạng xoắn nên đương nhiên mn dốc ngược sẽ rỉ nước nhưng mà chỉ một ít thôi đó có vòng silicon trong nắpNói chung khá hài lòng về cả sp và dịch vụ của Tiki cho Với lại lúc mua mn nhớ chọn nhà cung cấp là Tiki hoặc pmart,POS,5
